KIC,Teff_spec,e_Teff_spec,[M/H],e_[M/H],Dnu,e_Dnu,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,rpgeo,ebv,phot_g_mean_mag_corr,logg,Teff,e_Teff,luminosity,e_luminosity,numax_yu,e_numax_yu,numax,e_numax
5344943,4745.765,100,0.28281847,0.06,10.505,0.014,285.55862313059936,0.008235835,40.58375180314267,0.009146172,0.7652794495846663,0.010021719,13.220656,11.867897,12.608942,31,1.4426724,,62.61058609154222,10.892,0.02,10.377,0.023,10.223,0.018,1287.42297,0.13,12.608942,3.0138281227732153,4740,100,16.8505411409161,0.7784825056922955,128.45,1.21,126.58344278178504,0.675443714767203
5345094,4797.286,100,0.17348845,0.06,12.09,0.016,285.6376629537858,0.00973821,40.522058001042325,0.010558189,0.7182681698573291,0.011506433,13.59263,12.254131,12.9904585,31,1.4448624,,62.536633309272375,11.307,0.021,10.78,0.021,10.639,0.017,1361.73364,0.12,12.9904585,3.079720466374844,4752,100,12.757406599355484,0.659651387735761,148.69,0.6,148.31879062559744,0.561776490993943
5350163,4695.5,100,0.27386844,0.06,6.686,0.017,287.8331958419894,0.00820063,40.54498053879244,0.008649617,0.649945959756405,0.009726417,12.673362,11.366475,12.08794,31,1.4498123,,62.14712313141506,10.452,0.02,9.908,0.03,9.741,0.021,1509.46521,0.07,12.08794,2.7810162907414337,4691,100,33.85687841165888,1.673476953950246,75.55,0.93,74.31747634138864,0.6730574553224
5353283,4538.7017,100,-0.5120916,0.06,2.748,0.02,288.9473793057593,0.0069169784,40.5087083639815,0.00788202,0.4567276915959771,0.008288726,12.857822,11.512976,12.255429,31,1.4446238,,61.88567245045307,10.487,0.021,9.883,0.019,9.783,0.017,2150.24365,0.08,12.255429,2.2054624575088826,4548,100,62.25607830589883,3.514707455489212,20.42,0.43,20.036975333874786,0.246469881563952
5354104,4755.0806,100,0.01321645,0.06,5.749,0.012,289.2146311791342,0.009081863,40.51421134690701,0.0102995895,0.3763386061405598,0.010837381,13.562441,12.257199,12.9791,31,1.4510574,,61.8349402187318,11.339,0.021,10.771,0.016,10.69,0.017,2539.57324,0.089999996,12.9791,2.6693220650762797,4730,100,41.59883010024246,3.2469847974497696,58.05,0.83,57.33178691413512,0.597755615382873
5356201,4840.173,100,0.16687845,0.06,15.806,0.026,289.852337502008,0.008433078,40.529105972431495,0.009122507,1.3618652920296968,0.009676646,12.426575,11.17732,11.875387,31,1.4610705,,61.71291407594257,10.285,0.019,9.756,0.017,9.668,0.013,719.601196,0.08,11.875387,3.2289978261318906,4826,100,9.078815826296058,0.3304669878378625,208.75,0.83,208.61629087971275,0.590993470368429
5358184,4631.87,100,0.10405845,0.06,6.228,0.011,290.4469436341541,0.009563007,40.57307101276212,0.010536828,0.574676158530687,0.011869654,13.301499,11.9427395,12.688346,31,1.4410679,,61.624558040893135,10.971,0.018,10.399,0.016,10.274,0.019,1716.21411,0.07,12.688346,2.6952819749151877,4588,100,25.25512961098476,1.537910651650524,62.44,0.9,61.80246799602682,0.605182251856298
5358969,4888.145,100,0.055779453,0.06,16.067,0.019,290.7087240231628,0.010760622,40.530671078364406,0.012179741,1.5557753341770053,0.012327015,11.926345,10.766051,11.424453,31,1.478514,,61.5256067354793,9.921,0.019,9.43,0.016,9.352,0.019,628.435791,0.04791309,11.424453,3.2371927665509337,4918,100,9.644100706242664,0.3599735039536176,211.68,1.21,212.76856694892763,0.630957793144022
5359241,4901.964,100,-0.16615155,0.06,5.327,0.011,290.80364965727324,0.0081880875,40.57988878442488,0.009652648,0.3452268800574469,0.00985338,13.27729,12.0642805,12.7469635,31,1.4697026,,61.5512880948087,11.171,0.021,10.653,0.019,10.547,0.019,2762.68213,0.06,12.7469635,2.6709621831073993,4803,100,60.03088469201877,4.7019237155973315,57.39,0.7,55.740192253858766,0.511513209407245
5359568,4913.661,100,-0.01590655,0.06,11.97,0.014,290.9113489782493,0.010443139,40.597231999525945,0.011792553,0.543110688783668,0.012529953,13.6585045,12.404488,13.1047945,31,1.4612179,,61.543534860524254,11.498,0.022,10.972,0.022,10.878,0.019,1750.12231,0.12,13.1047945,3.0860337464022134,4885,100,18.429479015129537,1.209206219494572,149.07,1.66,148.01783579074012,1.42412336766106
5359600,4709.641,100,-0.15410155,0.06,4.959,0.014,290.92395018753086,0.010978836,40.57085016185075,0.012090489,0.8911960647986716,0.013200063,11.929688,10.588593,11.3277445,31,1.445113,,61.515499909312176,9.63,0.022,9.05,0.022,8.956,0.018,1091.15222,0.099999994,11.3277445,2.58304437320035,4665,100,36.53316654007931,1.8086670171948815,47.82,0.42,46.911113401074,0.298432379274797
5360757,4478.8545,100,0.22353846,0.06,4.177,0.013,291.29111914414244,0.008284407,40.51138307566836,0.00968077,0.7115052038280189,0.010248013,12.470366,10.995283,11.787553,31,1.4206151,,61.37514694569381,9.933,0.024,9.351,0.022,9.182,0.018,1349.29529,0.099999994,11.787553,2.46713431805995,4458,100,40.18493130804739,1.983808334541436,37.55,0.66,36.707293546594094,0.550868402731891
5370902,4830.503,100,0.14082845,0.06,10.109,0.017,294.2097171185117,0.007874515,40.503178081406055,0.009799276,0.7817347409937405,0.00981807,13.037445,11.7503195,12.464073,31,1.4540657,,60.66291518492597,10.836,0.02,10.266,0.019,10.165,0.018,1263.06787,0.12,12.464073,2.988154513454251,4816,100,17.731441210806395,0.8059112272303484,120.01,0.58,118.96584773786476,0.508170494562594
5371124,4995.559,100,-0.41816154,0.06,17.483,0.027,294.2660317443716,0.0089102145,40.50701800444232,0.011330852,0.8465665662630582,0.011111672,13.545032,12.358318,13.031583,31,1.4764558,,60.65226662618063,11.465,0.023,10.94,0.022,10.854,0.02,1150.26697,0.12,13.031583,3.259976240919139,4968,100,8.535691450271202,0.4071108472363471,220.67,1.39,222.11081138233416,0.876715886135536
5371173,4635.1855,100,-0.48007154,0.06,5.095,0.012,294.27986495683075,0.008014154,40.58940365414282,0.00896259,0.5842076345350286,0.00933467,13.049983,11.718931,12.455231,31,1.4477055,,60.726409370821344,10.726,0.02,10.136,0.019,10.03,0.018,1685.19507,0.089999996,12.455231,2.5606502476043125,4610,100,31.545240659885692,1.6297324535569544,45.78,0.32,45.08477386338216,0.263501210393756
5371202,4709.2876,100,-0.11689155,0.06,5.036,0.018,294.2870296586232,0.008710139,40.52750487895857,0.011181989,0.4957677910617512,0.0111547215,13.2886095,11.927147,12.6740265,31,1.4408373,,60.66625102179909,10.93,0.02,10.311,0.019,10.216,0.018,1979.1582,0.13,12.6740265,2.584025935600467,4651,100,37.980635407206165,2.481598565364727,47.93,0.75,47.10908588716795,0.520663938841916
5371626,4459.82,100,0.10503845,0.06,2.547,0.012,294.3977743550815,0.009277756,40.56653255103436,0.010894139,0.9388294439779796,0.011726017,11.070901,9.621471,10.402703,31,1.4264113,,60.67485951942096,8.571,0.027,7.901,0.046,7.782,0.023,1044.48474,0.13,10.402703,2.2052559116321033,4499,100,90.36073730352108,4.315200091968123,20.59,0.38,20.195795395441444,0.258209688015001
5371756,4943.5474,100,-0.18570155,0.06,10.008,0.034,294.4345885801634,0.0084157195,40.52482234381564,0.010341122,1.0268994744823472,0.011009001,12.153103,10.977455,11.643837,31,1.4773855,,60.62618171024551,10.13,0.022,9.668,0.031,9.557,0.026,941.778748,0.05957955,11.643837,2.985768642777461,4920,100,17.9691951019097,0.7629624597275235,117.98,1.12,115.66096068141135,0.558679552547492
5372374,4563.265,100,0.22562845,0.06,6.29,0.02,294.60065026629974,0.008034784,40.5369735914707,0.009289894,0.6193367126290379,0.009998861,13.392133,11.920879,12.712924,31,1.4208338,,60.59517062350711,10.867,0.019,10.225,0.03,10.064,0.024,1584.92639,0.14999999,12.712924,2.701875660808645,4526,100,26.32460633740929,1.3763632214524026,63.87,0.6,63.62056358568661,0.386079505981834
5373278,4597.913,100,0.13954845,0.06,5.748,0.013,294.82183388148235,0.008139344,40.57231674449599,0.00974666,0.5498215699663104,0.010552523,13.465611,12.003381,12.79184,31,1.4229848,,60.57152977014082,10.953,0.022,10.307,0.02,10.141,0.019,1791.39209,0.14127626,12.79184,2.6537150027661234,4514,100,30.559175047899956,1.8199098069591528,56.95,0.44,55.8125606808039,0.400539275313387
5374118,4949.9688,100,-0.01542455,0.06,5.636,0.028,295.0342552789181,0.010660432,40.51483117171959,0.012293833,0.7371362973939896,0.013371419,11.874928,10.603339,11.311344,31,1.457775,,60.462494482120405,9.674,0.02,9.165,0.02,9.028,0.017,1297.1731,0.13519917,11.311344,2.7002122555336876,4868,100,56.05909830488309,3.091338682967951,61.09,1.37,58.071197197111395,0.876778123576318
5380775,4757.5527,100,0.17869845,0.06,5.933,0.013,296.5538913023572,0.009140443,40.57064532987008,0.008810068,0.6890883688115229,0.009879983,12.436196,11.078363,11.823757,31,1.4416966,,60.111535118092206,10.047,0.026,9.474,0.022,9.313,0.012,1390.80042,0.14730592,11.823757,2.7210776197289084,4675,100,43.58228663810984,2.179429799043575,65.38,0.66,64.34579314482889,0.467089455475078
5384777,4892.989,100,-0.03063555,0.06,16.273,0.036,297.4439583740568,0.0071010673,40.52099509455616,0.0077544027,1.203868132970613,0.00861406,12.786177,11.542533,12.239181,31,1.4633038,,59.82120855820698,10.677,0.024,10.118,0.022,10.004,0.02,825.570618,0.12,12.239181,3.2295825086649517,4908,100,9.311598149574149,0.3604174810527771,207.9,1.33,210.05765435402407,0.793545500608052
5385518,4792.191,100,0.079705454,0.06,5.292,0.014,297.6063550899498,0.008614424,40.571425088122425,0.009893329,0.8453059436290383,0.010863772,11.897804,10.552467,11.292414,31,1.443343,,59.823018424929,9.561,0.021,9.024,0.024,8.871,0.018,1139.58972,0.17,11.292414,2.663082814891239,4788,100,48.111040041775226,2.525731982808658,57.0,0.65,56.09011937291621,0.471121647851502
5390372,4915.745,100,-0.29004154,0.06,13.9,0.029,298.6220162341992,0.008690767,40.55664729603159,0.009768657,0.7127889756826812,0.0104198875,13.671447,12.387766,13.108244,31,1.4568449,,59.52287137287716,11.445,0.021,10.89,0.022,10.823,0.017,1345.41235,0.13,13.108244,3.1247099741137494,4823,100,11.2622233291295,0.5474660605284418,162.92,0.92,169.0265161819612,0.888537530497284
5391275,4635.253,100,0.39088845,0.06,6.777,0.013,298.78745752798835,0.009222463,40.53520864003197,0.009745886,0.4568352001076872,0.0108462395,14.0375805,12.564088,13.357113,31,1.4202824,,59.455700644504496,11.458,0.021,10.855,0.024,10.704,0.018,2054.45361,0.12,13.357113,2.770791045370265,4469,100,23.325194805064275,1.5439749140542656,74.27,0.77,71.40614252273565,0.663828377714496
5392313,4662.9497,100,0.18547845,0.06,5.383,0.014,298.9663423759584,0.011879843,40.53094948500217,0.013218073,0.9816150866495515,0.014368285,12.003012,10.573659,11.347879,31,1.4283073,,59.400407618552,9.511,0.02,8.927,0.023,8.79,0.018,990.523743,0.14999999,11.347879,2.643367667265217,4591,100,34.35491406865508,1.6750930975936704,55.22,0.53,54.16293359470946,0.411448168151776
5392657,4574.274,100,0.34515846,0.06,4.52,0.014,299.0281057552336,0.010399709,40.58603457600831,0.010637173,1.5598190589125618,0.01176685,10.709343,9.261841,10.042602,31,1.4259357,,59.43359894421189,8.181,0.02,7.602,0.02,7.457,0.017,631.42395,0.13,10.042602,2.5612736926783306,4532,100,45.609292611073144,1.6974712926158624,46.15,0.9,44.39353492224606,0.436290469319185
5393453,4858.9707,100,0.07658345,0.06,10.526,0.014,299.1672839299407,0.014265121,40.5926786868241,0.017039172,0.9065239282186696,0.017160714,12.760205,11.420568,12.158643,31,1.4448608,,59.399561259258775,10.441,0.022,9.87,0.022,9.771,0.018,1090.99414,0.17,12.158643,3.0169817049210663,4806,100,19.353445293161364,1.1365417026030844,127.87,0.74,127.14894739589616,0.492850755778076
5394451,4622.6934,100,0.29390845,0.06,5.479,0.016,299.3561637072676,0.009936415,40.53726031058821,0.01093187,0.3762550450330897,0.012243113,14.2042465,12.6616745,13.481456,31,1.4082525,,59.29361132862409,11.493,0.021,10.863,0.022,10.736,0.017,2480.50537,0.16,13.481456,2.6478090670048595,4419,100,31.951157377255985,2.7225669689936787,56.03,0.67,55.328168439556265,0.544425057793015
5395887,4660.682,100,-0.12332155,0.06,5.06,0.018,299.6091806791036,0.009758818,40.56982520557317,0.011664825,0.3944665430845827,0.0123851085,14.096383,12.598081,13.402997,31,1.4172771,,59.25003615643866,11.47,0.021,10.887,0.023,10.726,0.017,2380.95288,0.16,13.402997,2.5673090628542026,4479,100,30.791828335870992,2.5337123688267145,46.36,0.46,45.30937735630793,0.453145137270059
5426041,4638.64,100,0.14211845,0.06,5.049,0.012,283.101870851939,0.024516504,40.68809738184752,0.025696663,0.7708338339219052,0.027004275,12.0924225,10.72284,11.474128,31,1.4376879,,63.11484450269562,9.797,0.027,9.138,0.031,9.027,0.022,1254.7876,0.12,11.474128,2.6048871382585093,4660,100,45.52321852693239,4.32227447054807,50.67,0.39,49.49979047753832,0.311646247074201
5428360,4722.429,100,0.17738844,0.06,8.602,0.016,284.2775483395916,0.008200942,40.6744507995263,0.009042906,0.8093826122993223,0.009639167,13.048355,11.679525,12.42796,31,1.4388621,,62.916522733250005,10.701,0.022,10.122,0.019,9.998,0.017,1222.10913,0.14999999,12.42796,2.887424356397185,4726,100,18.578483549344547,0.8338675066543271,96.25,0.45,94.99294711139947,0.364854345320928
5430779,4833.9697,100,0.17757845,0.06,10.47,0.016,285.4793759822254,0.00852788,40.68232239232319,0.00989424,1.0031810477396257,0.010607633,12.430138,11.12502,11.8470125,31,1.4504935,,62.72041165015451,10.214,0.02,9.672,0.02,9.528,0.018,967.384216,0.11,11.8470125,3.018840099268798,4784,100,18.350868411834725,0.7620390862026056,128.75,0.91,126.3597005871462,0.707338535826837
5431353,4484.6646,100,-0.53928155,0.06,2.628,0.025,285.752544033309,0.008532653,40.60052491989252,0.008751505,0.3561305756892727,0.009739795,13.382491,11.955462,12.733002,31,1.4300069,,62.59254717432143,10.894,0.021,10.288,0.021,10.156,0.017,2714.02466,0.12,12.733002,2.1442007339106355,4506,100,70.45130342527455,5.358942362328783,17.84,0.39,18.274501914376422,0.319722265985009
5436490,4626.2285,100,-0.11754155,0.06,5.326,0.014,287.88975962800413,0.007907628,40.670223634622005,0.008812685,0.6585798531152743,0.009420843,12.813266,11.487645,12.219165,31,1.4474974,,62.25677002711448,10.517,0.022,9.952,0.02,9.824,0.017,1502.71582,0.049999997,12.219165,2.594422767488062,4577,100,29.40262567219232,1.4458336402760636,49.53,0.45,48.82805726486407,0.361539201651191
5437909,5012.513,100,0.02678045,0.06,15.262,0.016,288.4602520791217,0.008091137,40.69055391695426,0.009779026,1.0971909174372745,0.009875003,12.309915,11.172211,11.820488,31,1.4836416,,62.16123685663919,10.372,0.022,9.901,0.022,9.813,0.018,884.214355,0.07,11.820488,3.2331277837210934,5045,100,13.41502091196107,0.5355361252035928,207.09,1.94,207.72115069102068,1.87842398542216
5440198,4747.3477,100,0.21271846,0.06,11.315,0.014,289.2540540969291,0.01816109,40.60782025733318,0.021168597,1.0441954190000005,0.021401234,12.634783,11.340091,12.058025,31,1.4533116,,61.916533527893584,10.39,0.018,9.883,0.021,9.752,0.018,942.328308,0.07,12.058025,3.0397578548358752,4709,100,13.45553950563632,0.8161359195225693,136.33,0.65,135.69005829062004,0.534742659100582
5440488,4712.71,100,-0.09356955,0.06,4.537,0.01,289.3439657678788,0.007899773,40.66762713522195,0.0081430795,0.4283882316510086,0.009053741,13.202215,11.899006,12.620663,31,1.4517156,,61.9548922389894,10.931,0.02,10.368,0.016,10.274,0.019,2276.50513,0.08,12.620663,2.5463374608694185,4668,100,47.55680915832677,2.9564723350507016,43.93,0.56,42.613080537891896,0.373553010156004
5443651,4740.374,100,-0.19690154,0.06,6.121,0.012,290.30187935655385,0.010006279,40.687752784709,0.011207156,0.5126970608290039,0.0118073085,13.354652,12.074663,12.7873,31,1.456243,,61.76639423833981,11.143,0.018,10.581,0.015,10.463,0.019,1901.16882,0.08,12.7873,2.682419008036065,4712,100,28.780783320799465,1.8966098608386712,59.92,0.47,59.12056548900615,0.31923288131366
5443741,4683.542,100,0.057348453,0.06,5.516,0.011,290.3284900877967,0.009031369,40.61693636538529,0.009437745,0.7318844540899203,0.010439439,12.496227,11.170641,11.901592,31,1.4472351,,61.69276835558842,10.217,0.018,9.626,0.015,9.555,0.019,1315.62341,0.06,11.901592,2.6414047411108603,4617,100,29.656793150030605,1.396618205172313,54.85,0.63,53.70837824319443,0.533205120597869
5450049,4689.8276,100,-0.10829155,0.06,4.898,0.011,292.3260575494418,0.015759477,40.69124664812945,0.016170714,0.546438674799278,0.018291619,12.914319,11.621384,12.377208,31,1.4541293,,61.30414751273802,10.67,0.02,10.089,0.022,9.977,0.017,1821.31482,0.074154004,12.377208,2.5641427479360503,4653,100,38.82267144003925,3.5491167195823223,45.88,0.54,44.82446407449484,0.4804921344976
5450439,5134.426,100,-0.28595155,0.06,16.218,0.029,292.450111518694,0.00814389,40.672578768138266,0.010273547,2.212137267355693,0.0102093285,10.737291,9.68393,10.293737,31,1.503802,,61.25677072756932,8.929,0.023,8.514,0.031,8.546,0.02,448.761749,0.02,10.293737,3.2693216320159824,5145,100,11.69535958333029,0.4158950776337091,222.4,1.2,223.6896547451523,0.730237573210999
5450937,4793.498,100,-0.21553154,0.06,8.0,0.015,292.58965902712924,0.0074126343,40.69634262909603,0.009069776,0.6734747031186743,0.0092827855,13.050054,11.796792,12.49731,31,1.4613216,,61.24579155728033,10.886,0.022,10.321,0.022,10.247,0.018,1462.09192,0.099999994,12.49731,2.832579266377424,4812,100,22.079212049141137,1.061888879499456,84.2,0.61,83.26893749029112,0.464631200054351
5456086,4675.243,100,0.13362846,0.06,5.423,0.015,294.0529498909568,0.007266266,40.63699155159888,0.00852496,0.5877046119584703,0.008934122,12.990525,11.622103,12.370916,31,1.4388086,,60.82872981482903,10.618,0.021,10.041,0.019,9.909,0.018,1680.55029,0.08,12.370916,2.651192754544929,4569,100,33.88115555174256,1.7099047396170055,56.15,0.54,54.915393187685666,0.388151475072769
5457518,4940.402,100,-0.08937155,0.06,12.883,0.014,294.4209900109227,0.010924188,40.60884035766439,0.0116156535,1.2879535186940454,0.013306604,11.969237,10.808637,11.468411,31,1.4792427,,60.70878998815261,9.96,0.019,9.464,0.028,9.348,0.025,756.466919,0.08,11.468411,3.1213486995174637,4963,100,14.45573565203068,0.5911211461258965,161.26,1.45,159.3297031542453,1.22363699250616
5457811,4375.4355,100,0.35730845,0.06,3.582,0.014,294.4926789555585,0.008820206,40.67378432827939,0.010303165,1.1835705342889191,0.011049385,11.396212,9.86044,10.676907,31,1.4106494,,60.75161635879867,8.75,0.023,8.141,0.026,7.946,0.021,828.970337,0.08,10.676907,2.386863668357313,4336,100,43.445247692192,1.7831526239877211,31.58,0.39,30.70426520925717,0.339658658119993
5459494,4826.164,100,0.27539846,0.06,6.947,0.016,294.94659521896875,0.008947825,40.64296486583071,0.009600341,0.9788939837299896,0.010460881,11.389662,10.161201,10.849845,31,1.4653593,,60.60566416805132,9.297,0.02,8.805,0.023,8.646,0.017,999.928894,0.09998764,10.849845,2.854505860623613,4907,100,46.8286048457328,1.9587311895319708,88.26,1.2,85.02571120734736,0.803347643947429
5459855,4907.9746,100,-0.23646155,0.06,7.005,0.013,295.0422400093636,0.008386116,40.69965637874565,0.0091680195,1.1296380937784585,0.010048894,11.397508,10.208237,10.881685,31,1.4743882,,60.63407299374159,9.343,0.02,8.829,0.026,8.748,0.017,865.256592,0.11,10.881685,2.7945749404940523,4976,100,34.145022906908835,1.3342372028267595,76.24,0.51,75.41314061172056,0.459009598295987
5461146,4808.882,100,-0.18046154,0.06,5.612,0.02,295.3663753926669,0.009138332,40.632414690839205,0.010544243,0.4039330663006215,0.011616191,13.7349825,12.373188,13.12067,31,1.4416401,,60.48621733254575,11.353,0.02,10.797,0.019,10.672,0.018,2344.7002,0.16,13.12067,2.6599345346200987,4718,100,35.822254344444886,2.737564210240148,56.49,0.66,55.470085750395704,0.500076102403129
5461921,4701.9365,100,-0.26542154,0.06,8.113,0.016,295.53460463805715,0.0089717815,40.60440872195274,0.011298732,0.5561584118427075,0.011524564,13.928181,12.561868,13.312759,31,1.4409384,,60.41568660431118,11.595,0.025,10.97,0.019,10.855,0.016,1707.79224,0.14,13.312759,2.8284429468036705,4679,100,16.239786055422115,1.00475910410563,84.21,0.51,83.45550501026473,0.350092907638447
5468123,4796.715,100,-0.05713255,0.06,8.553,0.018,296.894636499628,0.008804945,40.6627643890096,0.010258023,0.5435061563193015,0.011060418,14.118214,12.6218815,13.427299,31,1.4181261,,60.1046765739192,11.495,0.025,10.895,0.027,10.72,0.018,1744.08362,0.22999999,13.427299,2.8883701735234877,4599,100,18.763137768553484,1.1422300396167522,95.71,0.51,94.60037987948526,0.401247773817255
5468161,4833.1865,100,0.18143845,0.06,9.029,0.014,296.90036112329784,0.008126775,40.655439792561694,0.008903949,0.6907595269843311,0.009782056,13.174084,11.839122,12.573482,31,1.4451773,,60.09627818812505,10.883,0.024,10.312,0.025,10.176,0.02,1424.84448,0.20150697,12.573482,2.948788972597566,4889,100,23.669503426852245,1.2012278867106865,109.58,0.73,106.4698461926072,0.616935802919162
5470218,4897.7646,100,-0.067919545,0.06,13.593,0.015,297.35679464956496,0.008351989,40.6237941939903,0.008903734,0.7246840673429167,0.009889051,13.628118,12.346426,13.059689,31,1.4568939,,59.94107633656961,11.435,0.023,10.869,0.022,10.777,0.018,1333.04468,0.16993788,13.059689,3.1386170743625703,4935,100,12.166014294497302,0.6972485782257651,168.53,0.92,167.49787651115597,0.724575385337196
5472717,4841.5513,100,0.02298245,0.06,8.372,0.014,297.9822443332451,0.0075277393,40.66831430573591,0.008104367,0.7499358597300898,0.0094159525,12.870087,11.528243,12.266671,31,1.4444104,,59.807817414344775,10.519,0.019,9.976,0.022,9.879,0.017,1316.18066,0.25,12.266671,2.8966076696630534,4967,100,28.537827256968463,1.281188562475526,97.09,0.68,96.04472195927804,0.542922749135397
5472964,4806.467,100,-0.055751547,0.06,12.212,0.023,298.0323218349546,0.008829124,40.63691910432812,0.010263449,0.6605726915456424,0.011146371,13.961156,12.560728,13.325047,31,1.4340792,,59.76456293937335,11.488,0.021,10.938,0.024,10.845,0.018,1452.23779,0.2848151,13.325047,3.0629165012992994,4917,100,14.11790019646368,0.7594929488558853,142.91,0.75,142.05666284942046,0.621092589383243
5473628,4975.1924,100,0.17404845,0.06,7.547,0.021,298.1667730776079,0.0075132493,40.65835827168849,0.008850351,0.5564757246942595,0.009450718,13.369237,11.901397,12.693828,31,1.4221736,,59.74651886167914,10.775,0.021,10.232,0.022,10.046,0.017,1763.74744,0.29,12.693828,2.8777151754882646,4782,100,39.349014921631266,2.278752743500167,91.7,1.28,88.15547467471143,0.773056425784495
5475952,4696.619,100,0.00782685,0.06,4.975,0.012,298.6170175302929,0.007871983,40.612545196596336,0.008749747,0.507300040856801,0.0095642265,13.186162,11.786634,12.55008,31,1.4338567,,59.57609570601648,10.742,0.02,10.118,0.02,10.016,0.018,1930.99146,0.13,12.55008,2.5960327101257863,4577,100,41.823468707513115,2.4044588982774044,49.34,0.75,48.1407061144982,0.467983518067635
5477873,4705.546,100,0.02439445,0.06,3.866,0.016,298.9755910238411,0.008221357,40.60610347489842,0.008991364,0.445979309407613,0.009827577,13.194333,11.719756,12.514478,31,1.420591,,59.46729694182768,10.594,0.021,9.993,0.022,9.846,0.016,2186.96094,0.17,12.514478,2.4705076036318157,4518,100,61.72895933729366,3.9943355521887582,36.92,0.81,36.82669499581328,0.520295145563623
5479483,4790.6587,100,0.17550845,0.06,8.216,0.017,299.2854572497059,0.009491714,40.619436940485926,0.009297346,0.5271765273646243,0.011050659,13.873975,12.408789,13.225225,31,1.4227847,,59.39007047230762,11.32,0.023,10.721,0.026,10.559,0.02,1803.43726,0.16,13.225225,2.8860490926003406,4536,100,21.456280938983113,1.3151116422878193,95.26,0.8,93.68952051629728,0.664206974025896
5514024,4887.124,100,-0.29664156,0.06,12.39,0.021,284.440689243418,0.0072005447,40.71481687754359,0.007709033,1.7924286171440382,0.008367079,11.370998,10.233072,10.884296,31,1.4854943,,62.92912291990688,9.415,0.021,8.933,0.018,8.806,0.017,551.385376,0.07974629,10.884296,3.066590972552178,5019,100,13.385236201511416,0.4623951017420786,142.93,0.75,142.94232878793738,0.618961634751265
5514079,4763.696,100,0.088753454,0.06,7.808,0.017,284.46878318176147,0.015871216,40.74878499169766,0.016869511,1.010096775938627,0.018202625,12.198199,10.848457,11.590507,31,1.442437,,62.95762488165423,9.908,0.021,9.341,0.022,9.162,0.017,959.375732,0.13,11.590507,2.844732744031335,4723,100,24.60073849818548,1.3694774534515144,86.86,0.53,85.85060111080374,0.395654795677447
5515314,4788.7554,100,0.35236844,0.06,10.88,0.033,285.1444023199604,0.007590947,40.75529697521335,0.009724012,1.6172494909190982,0.009218678,11.383105,10.136435,10.831798,31,1.4608407,,62.84974854978966,9.276,0.035,8.76,0.018,8.596,0.015,610.054443,0.024147438,10.831798,3.042502926330337,4729,100,16.28424770976577,0.7135235822085351,136.6,0.9,134.9861528705141,0.615224468795352
5517310,4605.993,100,-0.31825155,0.06,2.598,0.014,286.06521051668545,0.008900432,40.78384111742601,0.009479562,0.4272969413337625,0.01045132,12.581282,11.223553,11.9693165,31,1.4415692,,62.71435411890287,10.235,0.021,9.634,0.021,9.507,0.017,2218.48218,0.07,11.9693165,2.2052419774519594,4544,100,85.58771474084209,5.863439733543885,20.26,0.33,19.925374776037355,0.195478596554235
5521210,4507.3657,100,-0.07614655,0.06,2.84,0.016,287.72666679621625,0.01674176,40.798292771161954,0.018275457,0.6488643781376245,0.019568017,12.115253,10.759166,11.503858,31,1.4424849,,62.4127450444637,9.769,0.021,9.149,0.022,9.028,0.02,1461.04504,0.099999994,11.503858,2.2623751358103665,4596,100,60.44551125359858,4.919840995741623,23.36,0.3,22.82001623445907,0.22296570487698
5521718,4603.923,100,-0.24088155,0.06,5.942,0.012,287.92409235637064,0.007330834,40.72040250466103,0.009044212,0.7191466916572937,0.009085124,12.730064,11.439144,12.156331,31,1.4554073,,62.298339690482685,10.486,0.021,9.928,0.022,9.792,0.017,1371.80457,0.03,12.156331,2.654379781047854,4584,100,24.945608306693913,1.1400313354441796,57.0,0.55,56.35200473041666,0.383914903418676
5522071,4900.244,100,0.00433135,0.06,9.702,0.014,288.0609089029061,0.008355406,40.764348193069225,0.010049142,1.6286866937333238,0.01032273,11.092702,9.914436,10.581334,31,1.4768628,,62.31331643626175,9.096,0.021,8.573,0.02,8.46,0.017,606.69043,0.023186857,10.581334,2.9742555612358865,4829,100,19.06013757211933,0.6904581929137699,115.4,0.86,114.57060343391376,0.683950521625888
5522479,4919.378,100,-0.18686154,0.06,5.46,0.015,288.23118460991583,0.009938704,40.74914011027055,0.01115888,0.3586587967252485,0.011708924,13.552603,12.346165,13.025286,31,1.4707663,,62.26429615914198,11.467,0.021,10.951,0.019,10.845,0.018,2607.49927,0.049999997,13.025286,2.678191926616691,4802,100,39.903851305452946,3.426868218748901,58.25,0.91,56.663993914835075,0.620755989685682
5522575,4854.824,100,-0.45084155,0.06,9.885,0.016,288.2660842876454,0.028324936,40.76658960140086,0.032099303,1.0265129433454967,0.03412944,11.875589,10.736183,11.418705,31,1.4829336,,62.27403231757965,9.891,0.02,9.429,0.019,9.342,0.017,942.478149,0.06,11.418705,2.9740361312688717,4957,100,22.91790334068148,2.0758737126966373,115.88,0.72,114.73953437249403,0.532092019007253
