KIC,Teff_spec,e_Teff_spec,[M/H],e_[M/H],Dnu,e_Dnu,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,rpgeo,ebv,phot_g_mean_mag_corr,logg,Teff,e_Teff,luminosity,e_luminosity,numax_yu,e_numax_yu,numax,e_numax
10663785,4675.436,100,0.21181846,0.06,7.571,0.026,291.14496978991446,0.008925984,47.98509636513434,0.008413845,0.4676618971388857,0.00925958,13.810204,12.484622,13.214487,31,1.4463385,,68.43140754907348,11.535,0.021,10.964,0.028,10.861,0.022,2029.65125,0.089999996,13.214487,2.815877609574103,4686,100,21.95141435556242,1.2786993705537473,82.04,0.49,80.98627097513533,0.535902310822307
10668065,4946.275,100,-0.22676155,0.06,11.73,0.019,292.83705489965865,0.00965859,47.98539521137204,0.010099527,0.7055806163746772,0.010429228,13.205154,12.028054,12.696377,31,1.4771981,,67.97735475691029,11.149,0.022,10.674,0.018,10.583,0.016,1390.05054,0.099999994,12.696377,3.060735102134792,4981,100,16.289693375755274,0.8138983802029998,140.17,0.81,139.37416315142778,0.652828320504266
10668443,4857.5947,100,-0.06903455,0.06,10.81,0.024,293.00462857549667,0.017944416,47.927908413308174,0.01817798,0.5666444635928709,0.01949203,13.510503,12.286325,12.976105,31,1.466779,,67.8787148928844,11.37,0.021,10.893,0.018,10.793,0.017,1695.87915,0.089999996,12.976105,3.007512982206234,4869,100,18.8512013882484,1.746715630883255,125.13,1.66,122.02166334389332,1.21494426588059
10669234,4594.3184,100,0.041691452,0.06,6.631,0.016,293.3237339003231,0.008993059,47.943341009000505,0.009173072,0.5130928526000862,0.009938736,13.673596,12.3253565,13.065649,31,1.442808,,67.8040647428155,11.351,0.021,10.778,0.017,10.638,0.016,1856.88867,0.099999994,13.065649,2.7212647578114786,4645,100,22.357714260875568,1.2918098022800848,66.56,0.52,65.7571390852343,0.446882728418992
10669590,4737.337,100,-0.25611156,0.06,9.049,0.016,293.4737553955183,0.009277079,47.966683157278815,0.010162401,0.7267276153199463,0.010517803,13.138564,11.923019,12.608106,31,1.4689766,,67.78327624008602,11.038,0.021,10.485,0.018,10.393,0.014,1351.7981,0.07,12.608106,2.8904936575168207,4812,100,16.350525478510065,0.8017201565594272,96.78,0.63,95.7333367758102,0.496284672276767
10669876,4339.9194,100,-0.061037548,0.06,2.555,0.012,293.5730767778076,0.009615153,47.93465475555692,0.011012129,0.6898676430527989,0.011384951,11.969087,10.512792,11.298382,31,1.4232913,,67.72630269608284,9.441,0.02,8.806,0.018,8.649,0.016,1395.16431,0.08,11.298382,2.1683038444872427,4399,100,67.50342002556897,3.5050748632644044,19.17,0.56,18.932261239342186,0.230074901637822
10670445,4605.687,100,-0.14361155,0.06,3.579,0.012,293.80774799828976,0.009621649,47.91378593014612,0.009967094,0.9779105626931917,0.010429239,11.323038,10.001303,10.731128,31,1.4485601,,67.64118290984551,9.025,0.03,8.443,0.018,8.322,0.014,1003.44501,0.08,10.731128,2.3811758792579765,4622,100,53.68400500320685,2.5083487840990486,30.38,0.46,29.802086814060036,0.318196044691244
10675052,4902.8477,100,0.18121845,0.06,10.854,0.031,295.53072241413935,0.009597941,47.9185887179071,0.009487615,0.6966763288826567,0.010220852,12.958678,11.741257,12.425444,31,1.467153,,67.14677324110619,10.842,0.02,10.374,0.018,10.264,0.017,1413.64978,0.07,12.425444,3.0550549064211308,4859,100,20.561882920974103,1.0094140307167798,138.96,1.05,137.6835012897175,0.894885138267002
10678016,4558.915,100,-0.50070155,0.06,3.681,0.016,296.4922441145261,0.008470366,47.99795826804224,0.010229091,0.6416049975975912,0.009511745,12.316874,11.004881,11.733758,31,1.4506131,,66.92983669330326,10.043,0.022,9.437,0.015,9.365,0.021,1489.85962,0.06,11.733758,2.3648666716065434,4597,100,44.46948525359024,2.1826893280182347,29.41,0.29,28.938793488774593,0.241666479374635
10678590,4612.867,100,-0.03450355,0.06,5.647,0.014,296.66228442781136,0.00874969,47.96104661047264,0.010299345,0.5753590785264752,0.010203665,13.198065,11.854911,12.594363,31,1.4436456,,66.84533124707872,10.887,0.023,10.286,0.03,10.202,0.023,1714.91418,0.06,12.594363,2.631963049077953,4577,100,26.83492917409862,1.509869054327437,54.08,0.59,52.90364952469531,0.450445806939308
10685015,4591.5166,100,0.18786845,0.06,5.76,0.013,298.52897268904945,0.009944319,47.95608585470084,0.012314667,0.4905612064365102,0.012217098,13.6785755,12.23282,13.013617,31,1.4256264,,66.26205736029331,11.2,0.025,10.578,0.018,10.44,0.017,1957.22644,0.13,13.013617,2.660447501465911,4544,100,28.14643402303093,2.009270204261922,57.88,0.48,56.703768249912535,0.507088280395846
10709799,4502.119,100,-0.02125755,0.06,4.19,0.013,281.42863960997886,0.015453512,48.0126530784412,0.01668184,0.998059737115296,0.016439607,11.393577,10.053438,10.789843,31,1.4443983,,70.52395368828586,9.067,0.024,8.496,0.016,8.36,0.013,985.521179,0.08,10.789843,2.4611462757725957,4603,100,49.57781200969658,2.67475446951158,36.94,0.37,36.1529511601281,0.281021647105226
10711154,4778.3506,100,-0.14860155,0.06,4.671,0.012,282.1704928265567,0.010385943,48.047569777165634,0.011329723,0.6784039989914843,0.011386667,12.024764,10.745513,11.458269,31,1.4563615,,70.43704618566873,9.815,0.02,9.26,0.018,9.149,0.013,1407.9668,0.07,11.458269,2.569809540106506,4700,100,51.78408512081316,2.7083150467451844,46.05,0.42,45.20828086567606,0.358532033169082
10717638,4460.27,100,0.071116455,0.06,4.394,0.013,285.68650605341384,0.009033963,48.00900587872145,0.009321905,0.3601939734467973,0.009738497,13.871941,12.475176,13.234048,31,1.4337165,,69.73908866458916,11.499,0.024,10.811,0.028,10.719,0.023,2591.36475,0.07,13.234048,2.493464264050115,4497,100,36.44368046650469,2.6784418074301435,39.98,0.44,39.28363268680928,0.318695089731066
10718491,4712.603,100,-0.00835395,0.06,5.025,0.013,286.1372541096862,0.011259717,48.051985268205776,0.011339904,0.8491314889550491,0.012133523,11.903571,10.619525,11.333383,31,1.4549356,,69.68508240112936,9.678,0.023,9.127,0.03,9.01,0.022,1138.26062,0.08,11.333383,2.592524789953305,4710,100,38.65363469523928,1.8887077001349224,48.86,0.56,48.003431075268715,0.437663114696518
10722067,4749.654,100,-0.23201154,0.06,5.535,0.016,288.046279777153,0.009698912,48.04429585860986,0.0099235,0.4711402335752046,0.010488128,13.342779,12.104104,12.798653,31,1.4639847,,69.2524468694265,11.206,0.024,10.646,0.03,10.55,0.021,2086.31812,0.06,12.798653,2.6201043988323134,4748,100,31.929318641580572,2.101537520876711,51.86,0.57,51.37191295111045,0.466333455967693
10722175,4764.1885,100,0.18888845,0.06,9.46,0.024,288.0971866158754,0.009445003,48.0623906691652,0.0087098405,2.8961811027516826,0.009876161,9.99691,8.768682,9.456643,31,1.4685994,,69.25755408291431,7.937,0.046,7.347,0.031,7.249,0.023,343.026001,0.01,9.456643,2.9584754137873177,4711,100,17.30768379980954,0.8705776162169752,112.86,0.55,111.78493590037962,0.412275470598548
10722954,4653.8657,100,-0.28435156,0.06,5.97,0.015,288.44284569162863,0.009490618,48.06166546381505,0.010327519,0.5977335059647724,0.010821233,13.019117,11.77382,12.471818,31,1.4639364,,69.17568943922615,10.877,0.026,10.301,0.028,10.207,0.023,1647.10144,0.049999997,12.471818,2.652049917402513,4712,100,26.980091038784252,1.5653201936147898,56.39,0.52,55.62651444092571,0.373752003170272
10727178,4905.332,100,-0.034038547,0.06,10.889,0.013,290.26365301788985,0.010290284,48.07108024962784,0.011387302,0.6461550210575474,0.011387012,13.203972,12.0216055,12.690325,31,1.4753426,,68.73776566327619,11.143,0.023,10.649,0.026,10.581,0.022,1519.32629,0.052660417,12.690325,3.0338021192764897,4870,100,17.80520224836348,0.9966818965386076,132.29,0.66,131.02832966466943,0.392033566764432
10727457,4763.8105,100,-0.00490685,0.06,7.629,0.015,290.3600588326696,0.008400945,48.04892491279698,0.009394392,0.440144366649249,0.00943271,13.591845,12.364808,13.052473,31,1.4660951,,68.69276652091425,11.473,0.024,10.927,0.028,10.813,0.022,2148.5498,0.06,13.052473,2.8392029106331953,4777,100,27.336586452808675,1.715810706393814,85.76,0.62,84.52440053354375,0.426172557608391
10727789,5044.6084,100,-0.14712155,0.06,12.8,0.015,290.4931389538864,0.010710317,48.01631651596018,0.01153282,0.9785417078469362,0.011747778,12.352819,11.251576,11.883699,31,1.4924144,,68.62867338178188,10.446,0.022,9.98,0.028,9.894,0.02,991.710083,0.049999997,11.883699,3.134626121952847,5034,100,15.539407992242104,0.6934238693592647,164.54,0.86,163.5966945868513,0.745241138200002
10730228,4659.7114,100,0.16405845,0.06,6.637,0.017,291.46593081690054,0.018114896,48.04770788704797,0.018941754,0.5594281362832144,0.019491127,13.506142,12.166205,12.902452,31,1.4440546,,68.4046248801452,11.194,0.021,10.634,0.018,10.496,0.014,1753.80725,0.08,12.902452,2.7536004029727126,4630,100,22.47171582375399,2.12633211617759,71.2,0.59,69.83007836577681,0.40508868174787
10732050,4696.7637,100,0.16780846,0.06,7.49,0.018,292.1782238642045,0.010349103,48.01127062902472,0.011417761,0.5436242755444258,0.0116915535,13.485976,12.172337,12.896501,31,1.4486169,,68.18079529735324,11.207,0.024,10.665,0.018,10.526,0.021,1805.30334,0.07,12.896501,2.81495598412345,4652,100,23.111506445503306,1.4877843407150309,81.68,0.67,80.53338790950886,0.56520206870088
10732526,4631.953,100,0.20135845,0.06,6.193,0.013,292.37746941214715,0.008014135,48.087345729210334,0.007973907,0.8427040540348832,0.0086037135,12.338901,10.989328,11.730508,31,1.4424006,,68.19626577041362,10.029,0.025,9.41,0.03,9.328,0.02,1146.51819,0.08375238,11.730508,2.7066810011415012,4620,100,27.72121765947008,1.191186439170881,64.1,0.78,62.956210972431755,0.565548049936354
10733897,4489.244,100,0.09511145,0.06,5.006,0.013,292.9305747831235,0.0089666955,48.09710353971309,0.009223712,0.7267356922578359,0.00962481,12.624124,11.231287,11.990428,31,1.434503,,68.05324577627204,10.194,0.021,9.627,0.018,9.498,0.016,1344.98254,0.06,11.990428,2.567061505494035,4493,100,29.90682319300423,1.3915409922782531,47.21,0.73,46.342578113745965,0.364433149855495
10742112,4581.7695,100,0.39312845,0.06,5.707,0.012,295.9010390258127,0.008237671,48.00647244179715,0.00897656,0.6197021562304158,0.009297113,13.27629,11.824402,12.607135,31,1.4241245,,67.11538309712785,10.748,0.021,10.174,0.017,10.029,0.016,1603.53894,0.099999994,12.607135,2.6652068854123847,4489,100,25.93153484824409,1.2990330873136775,58.58,0.83,57.98634782912849,0.599356774490694
10743092,4599.4287,100,-0.44020155,0.06,2.548,0.013,296.21938296070255,0.009047848,48.0870753580755,0.0100364275,0.531444623148373,0.010215315,12.205435,10.864811,11.605031,31,1.4451112,,67.09180944453928,9.867,0.02,9.285,0.018,9.166,0.013,1773.94946,0.099999994,11.605031,2.163818180266661,4618,100,78.83332278062072,4.471553160141902,18.43,0.39,18.103616906180005,0.219030648610001
10743195,4782.137,100,-0.09657955,0.06,5.297,0.014,296.2519805226622,0.008147326,48.08067260495622,0.009230729,0.3673011393515519,0.0092561785,13.73064,12.410524,13.139597,31,1.448245,,67.07626254236533,11.455,0.022,10.896,0.018,10.785,0.014,2554.70947,0.099999994,13.139597,2.628974370468536,4698,100,37.640411159826144,2.600156992653158,52.75,0.85,51.43060344054361,0.490413182573002
10743331,4875.3027,100,0.06878545,0.06,11.464,0.011,296.2944981518441,0.009623231,48.01609199559377,0.0100756325,0.8037805963357609,0.0104601905,13.047968,11.826361,12.5114155,31,1.4673176,,67.00580564010421,10.923,0.022,10.429,0.016,10.337,0.014,1227.22278,0.07,12.5114155,3.0622502405788596,4838,100,14.329624953528729,0.6709947057375434,141.68,0.82,139.4478373128562,0.919434440105823
10743515,4662.3193,100,0.15059845,0.06,4.557,0.012,296.3599384542776,0.008155426,48.03856355722521,0.008725002,0.6685232533403376,0.008973496,12.302299,10.966577,11.701101,31,1.4442953,,67.00609071286198,9.992,0.021,9.444,0.015,9.333,0.019,1429.42542,0.08,11.701101,2.561727921889646,4642,100,43.50932114306485,2.0165553327371484,45.76,0.44,44.44776794098569,0.305395763939379
10744641,4683.171,100,-0.06215255,0.06,4.118,0.013,296.7046360015006,0.009844577,48.06087870513172,0.011286056,0.4132902351583676,0.011567893,13.160979,11.829621,12.562248,31,1.4454228,,66.92134119845815,10.844,0.023,10.296,0.031,10.175,0.022,2375.6604,0.11,12.562248,2.500673107988602,4685,100,57.34624609694779,4.501773690190241,39.67,0.49,38.99543405752297,0.301129964635342
10745616,4485.7393,100,-0.15038155,0.06,3.597,0.017,296.9646476676682,0.007483106,48.091280771299694,0.009518426,0.5058004191708352,0.009606997,12.843143,11.476015,12.226861,31,1.4401777,,66.86887976050099,10.492,0.02,9.855,0.018,9.754,0.013,1962.07422,0.089999996,12.226861,2.358686729915453,4567,100,53.34989818235415,3.096550267323021,29.23,0.74,29.289778030771608,0.416008352304679
10747862,4545.3423,100,-0.36800155,0.06,3.757,0.013,297.574742113204,0.009107993,48.04977160379335,0.0105035715,0.8111601841205897,0.010266603,11.913344,10.578508,11.316602,31,1.4465914,,66.64379121634062,9.588,0.024,8.984,0.017,8.876,0.018,1191.16858,0.07038929,11.316602,2.379026149271734,4567,100,44.0592027419175,2.0426514819598083,30.43,0.41,30.012223087692092,0.371257704473748
10751237,4951.9595,100,-0.49826154,0.06,9.079,0.016,298.44771359402387,0.009073749,48.01612399153042,0.010146017,0.6337754470236212,0.0103330575,13.230271,12.041661,12.715763,31,1.4758614,,66.34065908973605,11.16,0.023,10.652,0.027,10.568,0.021,1550.63367,0.12,12.715763,2.9107097549153336,4986,100,20.506128865927757,1.0924854910352408,99.17,0.55,97.92374572745818,0.384179133662397
10752913,4778.781,100,-0.23310155,0.06,17.901,0.018,298.8565332897341,0.009447259,48.09305625562583,0.010457162,3.20863415957115,0.0108713815,10.648606,9.492879,10.150914,31,1.4829491,,66.27865314069795,8.669,0.029,8.136,0.034,8.081,0.025,310.123016,0.016613599,10.150914,3.268912259105786,4845,100,7.252302559709264,0.2796444200663637,230.31,1.29,230.95618072065625,1.20612094441119
10752915,4721.508,100,-0.36553153,0.06,4.802,0.016,298.85691914315873,0.008735208,48.09969023004539,0.009025667,0.641225670168254,0.009630802,12.641516,11.327283,12.056175,31,1.4509021,,66.28435982501134,10.377,0.021,9.791,0.029,9.67,0.025,1515.57849,0.12,12.056175,2.540469160918235,4722,100,39.10542570887866,1.9472023506478244,43.3,0.54,42.49532488549264,0.374841192874007
10753840,4658.391,100,-0.39021155,0.06,5.215,0.017,299.1080757355989,0.008104526,48.073145703637536,0.009172714,0.4546659313846781,0.009153104,13.830387,12.386609,13.170267,31,1.4279412,,66.18081208228585,11.328,0.023,10.687,0.03,10.586,0.026,2085.74585,0.22,13.170267,2.56296616141332,4675,100,31.100097883802704,1.849376087206883,45.91,0.54,45.429000957579476,0.293697789492851
10754090,4613.9185,100,-0.044622548,0.06,6.048,0.015,299.1897054202842,0.008387981,48.04680389311752,0.009286505,0.5318650720778881,0.009493906,13.786254,12.261559,13.077663,31,1.4128942,,66.13154430153203,11.154,0.023,10.506,0.03,10.407,0.026,1793.96362,0.24,13.077663,2.67327379757374,4601,100,26.31129731043376,1.4557199053248606,59.47,0.55,57.86632297667151,0.394334580879134
10777816,5041.7134,100,-0.14763154,0.06,15.737,0.023,282.3751485917703,0.009945001,48.146008179850696,0.01027842,1.4059848316744068,0.01063478,11.933597,10.804755,11.450833,31,1.4866579,,70.49771738369631,10.017,0.022,9.512,0.018,9.412,0.016,693.228943,0.08,11.450833,3.2433555029641723,5059,100,12.164936997647786,0.4734877799769039,211.41,1.2,212.48080828692696,0.735651422298069
10779177,5041.7837,100,-0.24232155,0.06,17.208,0.016,283.08502033565287,0.009369622,48.19608488251685,0.011033791,1.3505442257651858,0.011019804,12.118123,11.00492,11.643066,31,1.4891202,,70.42197466155108,10.199,0.021,9.729,0.016,9.658,0.014,720.32074,0.06,11.643066,3.284263518539317,5047,100,10.364618572625115,0.3977823939635367,232.29,2.3,230.7018491706751,0.896300036790168
10779537,4815.9004,100,0.31492844,0.06,15.389,0.041,283.2907946893324,0.016776662,48.18577847805655,0.01925056,1.1073644012063948,0.018663025,12.6420355,11.4412365,12.120459,31,1.4709072,,70.37494360748654,10.567,0.02,10.081,0.016,9.927,0.016,894.40271,0.089999996,12.120459,3.230416211963598,4923,100,11.556006666314657,0.620008584352111,209.96,1.22,211.15133702660592,0.778663014537823
10784996,4472.915,100,-0.03519255,0.06,2.929,0.017,286.3632366802473,0.008839714,48.1508308223502,0.009657927,0.5309386442668637,0.009561629,12.643569,11.248808,12.0093155,31,1.4345771,,69.73026097809786,10.24,0.023,9.618,0.027,9.455,0.022,1830.56201,0.08,12.0093155,2.2465367845886486,4500,100,58.37919430153882,3.2812254174024567,22.61,0.22,22.32334293496618,0.202226832368927
10789202,4563.798,100,0.29269844,0.06,4.461,0.015,288.4816617432596,0.014674262,48.13095095244503,0.017043922,1.2778086424778623,0.016477007,10.872052,9.561405,10.284793,31,1.4519441,,69.23126988527152,8.605,0.032,8.037,0.057,7.893,0.023,771.158325,0.04,10.284793,2.5479790503870103,4591,100,45.494979528633976,2.32615664185985,44.81,0.7,43.37567808285369,0.473045697823348
10792801,4744.9834,100,-0.15585154,0.06,4.749,0.012,290.0623480795344,0.009432994,48.19851039700878,0.011271858,0.4993426526133253,0.010278371,12.936295,11.68781,12.386103,31,1.4618742,,68.906650212776,10.746,0.026,10.253,0.032,10.118,0.018,1974.94128,0.06,12.386103,2.55701431786613,4730,100,42.33347731523624,2.6744817636362725,44.87,0.7,43.945654718492506,0.448981786500312
10793771,4864.9893,100,0.09294145,0.06,6.615,0.015,290.4112575946049,0.010090809,48.15031558649775,0.012181516,1.2972911901493902,0.011547414,10.763623,9.579799,10.246217,95,,1.4802055,68.77340546102587,8.747,0.037,8.243,0.021,8.107,0.021,760.053589,0.049999997,10.246217,2.8080539581622115,4871,100,42.99420211641784,2.0811029631487052,78.99,0.53,77.76433807200488,0.534217129172095
10793872,4780.4624,100,-0.22901155,0.06,14.859,0.018,290.44927743882545,0.008844169,48.12584918765562,0.009945297,1.4736065423649538,0.009879419,12.07637,10.910659,11.57371,31,1.4791833,,68.74108370104993,10.057,0.022,9.544,0.026,9.447,0.02,662.564209,0.049999997,11.57371,3.1660546813406345,4879,100,9.637405023958063,0.3570782564822421,181.71,0.74,181.0916711031478,0.601731454417386
10796378,4735.8535,100,-0.43644154,0.06,4.735,0.012,291.49511820656335,0.008039444,48.15620718077837,0.008959097,0.6366175048417639,0.008601687,12.4734535,11.224582,11.925031,31,1.4625535,,68.49649817682257,10.31,0.021,9.749,0.018,9.664,0.014,1510.6178,0.11,11.925031,2.525504504567747,4826,100,40.65613512464504,1.897296766151623,41.77,0.56,41.11624526438564,0.401854235133524
10796857,5032.764,100,-0.69712156,0.06,7.815,0.018,291.6815723988273,0.0109282015,48.12202677134936,0.011632189,0.5313792425077417,0.012581852,12.8874235,11.794745,12.425956,31,1.4965255,,68.41555920106732,10.998,0.021,10.531,0.018,10.438,0.017,1839.65271,0.089999996,12.425956,2.867624390799088,5139,100,35.631651086212294,2.434019965233773,89.08,0.66,87.51061154410168,0.474715345108511
10798647,4734.0405,100,-0.23896155,0.06,9.597,0.018,292.4446706200973,0.008960953,48.18478540492029,0.008776595,0.7333170196513924,0.00944585,13.192585,11.95097,12.647562,31,1.4640757,,68.26684674527262,11.049,0.025,10.514,0.031,10.402,0.02,1344.81921,0.07,12.647562,2.924669453702444,4775,100,15.638500572038687,0.7461754894359123,104.74,0.62,103.83732161399652,0.523862048316437
